base_image,group_emotion,individual_emotions
510202434_14d5fd0898_192_42254231@N00,happy,"['happy', 'sad', 'happy', 'happy', 'angry']"
2604717832_7d8397e2f4_2160_24466225@N03,sad,"['sad', 'sad', 'happy', 'sad', 'neutral', 'happy']"
2239981396_491efa6ddb_2247_21890834@N07,happy,"['happy', 'neutral', 'happy', 'happy']"
419280600_beda38be62_161_7241257@N06,happy,"['happy', 'fear', 'happy', 'happy', 'happy', 'happy']"
2413057435_4c51875d98_3255_8517906@N02,happy,"['happy', 'happy', 'happy', 'happy', 'angry']"
1036275783_1a97d1f96d_1429_62334475@N00,happy,"['happy', 'happy', 'happy', 'happy', 'happy']"
2229722157_80ac9f879e_2021_12151665@N07,happy,"['happy', 'neutral', 'happy', 'happy', 'happy']"
1111219077_9288bbbb1b_1353_35369784@N00,happy,"['fear', 'happy', 'happy', 'sad', 'happy']"
410525698_20c4882b12_168_33182025@N00,happy,"['happy', 'sad', 'happy', 'happy', 'neutral', 'neutral']"
1021538569_435215f49f_1097_24873961@N00,happy,"['happy', 'happy', 'sad', 'happy', 'happy', 'happy', 'fear']"
1621527317_7d47b6f0c1_2214_15348151@N05,fear,"['fear', 'happy', 'neutral', 'sad', 'fear', 'fear']"
761828958_83e6e51145_1202_7211429@N03,happy,"['happy', 'happy', 'happy', 'happy']"
1473942633_5c8d64cf17_1121_14493570@N04,neutral,"['sad', 'neutral', 'neutral', 'happy', 'neutral']"
358416003_60b9b5bffc_147_47419866@N00,happy,"['happy', 'happy', 'happy', 'happy', 'happy']"
2147359614_6b970c3853_2115_8275234@N07,happy,"['happy', 'happy', 'happy', 'sad']"
371660999_ab1154dd79_171_90111636@N00,happy,"['happy', 'happy', 'sad', 'happy']"
451199042_b7b34b604c_218_75254430@N00,fear,"['fear', 'happy', 'fear', 'happy']"
2470111726_38c690f842_2009_94902018@N00,happy,"['neutral', 'happy', 'happy', 'happy', 'happy']"
402831773_b006202fd4_157_94936186@N00,happy,"['happy', 'happy', 'fear', 'happy', 'happy', 'sad']"
1815573182_ae5c753ee4_2033_30992149@N00,happy,"['sad', 'happy', 'happy', 'happy', 'angry', 'happy']"
425101092_ccb9bfea87_159_31676538@N00,sad,"['sad', 'sad', 'sad', 'fear']"
2484509226_b7cfcccb4d_3246_40348061@N00,happy,"['happy', 'fear', 'neutral', 'fear', 'happy', 'happy']"
484933398_29c79ff9af_211_51939593@N00,happy,"['happy', 'happy', 'happy', 'happy', 'happy']"
2571542622_bb21a58a7b_3276_53198975@N00,happy,"['happy', 'happy', 'happy', 'angry', 'angry', 'happy']"
2616965735_1559d172f5_3093_10156082@N07,sad,"['neutral', 'sad', 'sad', 'fear']"
2348231019_e3181eafda_2269_26143366@N00,happy,"['happy', 'happy', 'happy', 'happy', 'sad', 'happy', 'angry']"
468380708_c426f961d6_198_75708800@N00,happy,"['happy', 'happy', 'happy', 'sad', 'happy']"
2300541992_e198a7bde3_2301_12486166@N08,happy,"['happy', 'angry', 'happy', 'sad', 'happy']"
2348987154_eea47277c4_3082_75941574@N00,happy,"['happy', 'happy', 'happy', 'happy', 'sad']"
476925697_0dd66f2091_170_42909337@N00,happy,"['happy', 'happy', 'happy', 'fear', 'happy', 'happy', 'happy']"
517524106_63b2a1c93b_227_47284858@N00,happy,"['happy', 'happy', 'happy', 'neutral']"
385420927_a87b35cf63_153_91416973@N00,happy,"['happy', 'happy', 'happy', 'happy']"
2105902781_3c170a0388_2110_41541921@N00,happy,"['happy', 'fear', 'fear', 'happy', 'happy']"
2642323081_31d9e17460_3162_8257702@N07,happy,"['happy', 'happy', 'happy', 'happy', 'happy']"
2152312653_a94abf5b05_2046_11168032@N04,happy,"['happy', 'happy', 'happy', 'neutral']"
844080718_7493e208de_1403_10856561@N00,happy,"['happy', 'neutral', 'happy', 'neutral']"
2235194218_a675cafabe_2209_8660506@N05,happy,"['happy', 'happy', 'happy', 'happy']"
2092582364_01ce841d78_2180_21624346@N04,happy,"['happy', 'happy', 'happy', 'happy', 'neutral', 'happy', 'sad']"
2138855751_3933fe0056_2191_83586782@N00,happy,"['happy', 'happy', 'happy', 'happy']"
2313595474_321503089d_3128_24484648@N08,happy,"['happy', 'neutral', 'happy', 'happy']"
2317390569_51e5e9ee6b_2231_24473485@N04,happy,"['angry', 'happy', 'happy', 'happy']"
1454366858_ecc4bb33a5_1173_37063765@N00,happy,"['happy', 'happy', 'happy', 'happy']"
2536191149_3e1657c885_3284_50325108@N00,happy,"['happy', 'angry', 'happy', 'neutral', 'sad', 'happy']"
454807434_109a9c22f7_202_58992320@N00,happy,"['angry', 'angry', 'happy', 'happy', 'happy']"
2129999528_4516ed3c57_2034_11088838@N06,happy,"['happy', 'happy', 'happy', 'happy']"
997523909_fecf117e2a_1400_79717989@N00,happy,"['happy', 'sad', 'happy', 'happy']"
952933099_d6c59f88ab_1233_20647241@N00,happy,"['happy', 'happy', 'happy', 'happy']"
510921804_89434eac62_208_45915993@N00,happy,"['fear', 'neutral', 'happy', 'happy']"
2630354447_ec94d8b04b_3087_8530001@N04,happy,"['happy', 'happy', 'happy', 'happy', 'happy']"
651066130_39a07e3331_1257_69869047@N00,happy,"['happy', 'happy', 'happy', 'happy']"
364568531_eb164dfcd5_142_32021278@N00,sad,"['neutral', 'sad', 'happy', 'happy', 'sad']"
365851020_0c3ff32c66_115_51035747100@N01,happy,"['happy', 'happy', 'fear', 'happy', 'neutral', 'happy']"
859852034_9ca2cf87b2_1064_23927408@N00,happy,"['happy', 'happy', 'happy', 'happy', 'angry', 'happy']"
1893506298_439bc08dbf_2199_8543959@N02,neutral,"['sad', 'happy', 'neutral', 'neutral', 'happy', 'neutral', 'happy', 'neutral']"
2236538086_21ab9caf23_2146_16191204@N00,happy,"['fear', 'happy', 'angry', 'happy', 'neutral']"
709672845_deac7dff4b_1240_47554402@N00,happy,"['sad', 'happy', 'happy', 'neutral']"
378912977_e026ee55c8_158_73944309@N00,happy,"['neutral', 'happy', 'happy', 'happy', 'happy']"
581847520_ba56d243e4_1168_8716124@N07,neutral,"['neutral', 'happy', 'fear', 'neutral', 'fear']"
2104396984_5c93b70cc4_2404_21711067@N04,happy,"['fear', 'sad', 'happy', 'happy', 'happy']"
366710624_2c830382fe_125_23188322@N00,happy,"['neutral', 'angry', 'happy', 'happy', 'happy']"
1514994977_e6669942e8_248_98447621@N00,happy,"['happy', 'neutral', 'happy', 'happy']"
2197932322_36ebb13e6e_2045_29318600@N00,neutral,"['neutral', 'happy', 'neutral', 'happy', 'sad', 'neutral']"
2081229348_0db7193a6e_2115_73056494@N00,neutral,"['fear', 'happy', 'neutral', 'sad', 'neutral', 'neutral']"
1824730119_89fb9591c2_2080_7604279@N05,happy,"['happy', 'happy', 'happy', 'happy', 'sad']"
2037485595_556ffec104_2168_11550544@N05,happy,"['neutral', 'happy', 'happy', 'happy']"
1806209881_d79ebfc1f7_2353_24737678@N00,happy,"['angry', 'fear', 'happy', 'happy', 'happy', 'happy']"
2311139935_540bb39c54_2261_82101100@N00,happy,"['happy', 'neutral', 'happy', 'happy']"
2643837229_eb7ab99e18_3109_11407911@N05,happy,"['happy', 'happy', 'neutral', 'sad', 'happy', 'happy', 'happy']"
2174037408_6fdf4ee8d8_2058_13356017@N02,happy,"['happy', 'happy', 'happy', 'happy']"
434597283_351d9a5a1d_179_78572655@N00,happy,"['neutral', 'happy', 'happy', 'neutral', 'happy']"
438527408_ecffac3959_185_57399511@N00,happy,"['happy', 'happy', 'happy', 'fear', 'sad', 'happy']"
1044767734_8b4478bc95_1021_27451101@N00,happy,"['happy', 'happy', 'happy', 'sad', 'happy', 'happy']"
2111814632_cb57efd569_2054_12223835@N08,happy,"['happy', 'happy', 'happy', 'neutral', 'sad']"
1930266802_0e1beeafa4_2171_18875888@N00,happy,"['happy', 'happy', 'happy', 'happy', 'happy', 'happy']"
374064247_28ce949865_132_73102208@N00,happy,"['happy', 'neutral', 'happy', 'happy']"
388515126_3fdc0f9f8d_185_64985182@N00,happy,"['happy', 'neutral', 'happy', 'happy', 'fear', 'happy']"
855450756_39738e5dbc_1400_15453018@N00,happy,"['happy', 'neutral', 'fear', 'happy', 'happy', 'happy']"
562258210_a076778655_1190_84355402@N00,happy,"['happy', 'happy', 'happy', 'happy', 'happy', 'sad']"
2389082422_3d04401872_3083_68266675@N00,happy,"['happy', 'sad', 'happy', 'happy', 'neutral']"
1205027563_e4f8a4f702_1084_72927857@N00,happy,"['happy', 'fear', 'happy', 'happy', 'neutral']"
2327034744_f0a79476d9_3134_27859011@N00,neutral,"['sad', 'angry', 'happy', 'neutral', 'neutral']"
2313922612_be96d92d75_2010_9079649@N04,happy,"['sad', 'happy', 'neutral', 'fear', 'happy']"
2155801686_332abe0be9_2253_41233427@N00,happy,"['sad', 'neutral', 'happy', 'happy', 'happy']"
1187670560_0c30dccf68_1168_79971760@N00,happy,"['neutral', 'happy', 'happy', 'happy', 'happy']"
1944615269_fee2a236b5_2183_21657526@N00,happy,"['neutral', 'happy', 'neutral', 'happy', 'happy']"
2154443243_ed788e5195_2400_41707251@N00,happy,"['happy', 'happy', 'fear', 'happy', 'happy']"
415194272_fc8bddad26_182_33494407@N00,happy,"['fear', 'happy', 'happy', 'happy', 'angry']"
1106765757_bffd7d7aea_1177_82384303@N00,happy,"['fear', 'happy', 'happy', 'happy', 'happy']"
2100513818_bf042dae57_2191_55974665@N00,happy,"['happy', 'happy', 'happy', 'happy', 'happy']"
1198646330_f43da209a4_1100_56144857@N00,happy,"['happy', 'happy', 'happy', 'happy', 'happy', 'happy']"
434464251_aac5394dce_157_33494407@N00,happy,"['fear', 'fear', 'happy', 'angry', 'happy', 'happy']"
2383729745_3d68c1457c_3294_33988281@N00,neutral,"['sad', 'neutral', 'sad', 'neutral', 'neutral']"
1509295239_4ea0a23485_2308_45139959@N00,sad,"['sad', 'neutral', 'happy', 'surprise', 'sad']"
483017062_2e661c996c_220_19735141@N00,happy,"['sad', 'happy', 'happy', 'surprise', 'happy', 'neutral']"
373159777_1a3b712526_183_31682942@N00,neutral,"['happy', 'neutral', 'neutral', 'neutral', 'sad', 'neutral']"
2363544115_282315f9c6_2080_22961832@N00,happy,"['happy', 'happy', 'happy', 'happy', 'happy', 'happy']"
446347369_62b9d312e0_200_7563398@N02,neutral,"['neutral', 'happy', 'neutral', 'happy', 'neutral']"
809619871_bbac0fe9f1_1325_61947606@N00,happy,"['angry', 'happy', 'happy', 'happy', 'happy']"
2453264643_768ecb2408_3004_45861060@N00,happy,"['sad', 'happy', 'happy', 'happy', 'happy']"
2203701087_4c3e9bb8f0_2065_87364517@N00,happy,"['neutral', 'sad', 'happy', 'happy', 'happy', 'happy']"
417960112_248de616cb_146_33494407@N00,happy,"['happy', 'happy', 'happy', 'happy', 'happy']"
716498131_3a09626c6c_1220_45601123@N00,happy,"['happy', 'happy', 'happy', 'sad', 'neutral', 'happy']"
2321333282_707b8b7e6e_2199_13490427@N04,happy,"['neutral', 'happy', 'happy', 'happy', 'happy', 'happy']"
2569689625_5de647f172_3134_25208418@N05,happy,"['happy', 'happy', 'happy', 'happy', 'happy']"
407524324_6615ede6b1_134_35724829@N00,neutral,"['fear', 'neutral', 'neutral', 'fear', 'happy', 'neutral']"
2291776644_a4c3d71bda_2353_23061006@N03,happy,"['sad', 'happy', 'happy', 'happy', 'happy']"
1413786488_b065d0336a_1433_13891429@N02,happy,"['happy', 'happy', 'happy', 'happy', 'happy']"
2423636712_a4296a7be3_3045_10066546@N03,happy,"['fear', 'sad', 'happy', 'happy', 'happy', 'happy']"
525764042_4c65ddc032_1016_21669640@N00,neutral,"['angry', 'neutral', 'neutral', 'neutral', 'sad']"
2314216456_d027c2a76b_3266_17164193@N00,neutral,"['neutral', 'happy', 'neutral', 'fear', 'neutral']"
456483200_2a1cb8d402_227_37305800@N00,happy,"['neutral', 'happy', 'happy', 'sad', 'sad', 'happy']"
2191213806_bfeb67e78f_2081_35034362857@N01,happy,"['fear', 'neutral', 'happy', 'happy', 'happy', 'happy']"
2540313798_fddc6419e3_2066_9065936@N07,happy,"['sad', 'happy', 'happy', 'happy', 'happy']"
2126161365_24a6a566f3_2331_24848792@N00,neutral,"['sad', 'neutral', 'neutral', 'neutral', 'happy']"
1472689561_449be06c74_1010_7658073@N03,happy,"['happy', 'fear', 'happy', 'happy', 'happy']"
416293588_49650f9900_152_88471367@N00,happy,"['sad', 'happy', 'happy', 'fear', 'happy']"
455708641_51d973e51f_195_13987147@N00,happy,"['happy', 'happy', 'sad', 'sad', 'happy']"
2169857623_b62964fbd2_2245_78257159@N00,happy,"['happy', 'neutral', 'angry', 'happy', 'happy']"
2565697647_c52be7b204_3130_72831787@N00,happy,"['happy', 'happy', 'happy', 'happy']"
490709338_cb052dbb17_198_85901515@N00,happy,"['happy', 'happy', 'happy', 'happy']"
2334149672_1843f02d0f_3146_95634710@N00,happy,"['neutral', 'happy', 'angry', 'happy']"
487684060_a9f3849145_208_33494407@N00,happy,"['happy', 'happy', 'neutral', 'happy']"
394122699_319c806b46_168_91213304@N00,happy,"['happy', 'happy', 'happy', 'happy']"
710070977_c0f1c64b58_1189_7467803@N03,happy,"['happy', 'happy', 'happy', 'happy']"
433316034_b6cf923105_161_7308195@N08,happy,"['happy', 'happy', 'happy', 'happy']"
2347991485_41a9565f35_3233_10614041@N06,neutral,"['neutral', 'happy', 'angry', 'neutral']"
389193263_0a18ce939f_171_67294362@N00,neutral,"['happy', 'neutral', 'neutral', 'angry']"
2495183194_cf7b652748_2207_76784944@N00,happy,"['happy', 'happy', 'happy', 'happy']"
2499459331_6efca8ba08_2299_21963786@N08,happy,"['happy', 'happy', 'happy', 'sad']"
1238938899_d3bce019d8_1367_49454518@N00,happy,"['happy', 'happy', 'happy', 'happy']"
1655379015_7843625092_2113_14030751@N07,happy,"['happy', 'sad', 'happy', 'happy']"
2308050669_c199ea0851_3202_24345409@N04,happy,"['happy', 'happy', 'happy', 'happy']"
770354535_bbc10da15b_1184_39968498@N00,happy,"['happy', 'angry', 'happy', 'happy']"
715227225_ab76ea46c0_1073_9479445@N03,happy,"['neutral', 'happy', 'happy', 'happy']"
2160362980_0270df012e_2260_72897399@N00,happy,"['happy', 'happy', 'happy', 'happy']"
353973522_bf25cd899c_138_86975806@N00,happy,"['happy', 'happy', 'happy', 'neutral']"
2524984335_4583d44192_3174_34217162@N00,happy,"['happy', 'angry', 'happy', 'happy']"
537250291_6b1bf846ed_1328_8756808@N02,happy,"['fear', 'happy', 'happy', 'angry']"
694297789_c2fe0e1ea6_1121_9526955@N02,happy,"['happy', 'happy', 'happy', 'happy']"
562423432_0c4c4ad09b_1169_65798164@N00,happy,"['fear', 'happy', 'happy', 'happy']"
1874428476_c35d44d04c_2057_49798735@N00,happy,"['happy', 'happy', 'happy', 'happy']"
2314118257_f9f1cecf43_2336_23838949@N03,happy,"['happy', 'happy', 'happy', 'happy']"
391299107_b8416e4c41_187_36654903@N00,happy,"['happy', 'happy', 'happy', 'sad']"
509988117_0bf58c414f_203_76503846@N00,happy,"['happy', 'happy', 'happy', 'happy']"
2449854897_9602124296_3288_22013974@N06,happy,"['happy', 'happy', 'happy', 'happy']"
494648237_a29defd268_225_27836730@N00,happy,"['happy', 'happy', 'neutral', 'happy']"
2247678969_fe77fbe573_2285_23409532@N05,happy,"['happy', 'happy', 'happy', 'happy']"
2287681703_d0008de50c_2077_11163629@N00,happy,"['happy', 'sad', 'happy', 'sad']"
2573253865_a7e84061f8_3140_67514444@N00,neutral,"['angry', 'neutral', 'neutral', 'neutral']"
1398892195_54f688e1b9_1079_41506751@N00,happy,"['happy', 'happy', 'happy', 'happy']"
2598766242_1d1536c8ed_3262_91636052@N00,happy,"['happy', 'happy', 'happy', 'happy']"
424182159_58b41599bc_164_31341148@N00,happy,"['happy', 'happy', 'happy', 'happy']"
2442859423_3053a89bcb_2006_22672156@N03,happy,"['happy', 'neutral', 'happy', 'happy']"
2550612181_1c5a0e9401_3270_29185979@N00,happy,"['happy', 'happy', 'happy', 'happy']"
2144549321_5370d1f1e8_2325_84765021@N00,happy,"['happy', 'neutral', 'happy', 'happy']"
418322710_c6ca08ad82_184_11761062@N00,happy,"['happy', 'happy', 'happy', 'happy']"
2367733031_433c6677ec_2098_88512520@N00,happy,"['happy', 'happy', 'happy', 'happy']"
394714522_4413f4f0d1_127_27547082@N00,happy,"['happy', 'happy', 'happy', 'happy']"
823350917_185e80ff0a_1253_97438398@N00,happy,"['happy', 'happy', 'happy', 'happy']"
481087320_c970356cb3_210_73207064@N00,happy,"['happy', 'happy', 'happy', 'happy']"
1911265164_99b878604b_2357_7205122@N03,happy,"['happy', 'happy', 'happy', 'happy']"
433252054_b72546f607_174_32209013@N00,happy,"['neutral', 'fear', 'happy', 'happy']"
865984025_6ea3a871bc_1375_96959805@N00,happy,"['happy', 'happy', 'happy', 'happy']"
2591792605_c1834cd9bb_3162_21521663@N07,happy,"['happy', 'happy', 'happy', 'happy']"
2637947111_954f7d0c2b_3139_28286433@N03,happy,"['happy', 'happy', 'fear', 'happy']"
428849284_e013445265_188_7421289@N07,happy,"['neutral', 'happy', 'happy', 'happy']"
1324493321_a602a70ff3_1067_38765384@N00,happy,"['happy', 'neutral', 'neutral', 'happy']"
2218627416_6cc5118534_2006_32904951@N00,happy,"['happy', 'happy', 'neutral', 'neutral']"
2041355248_3a6d1414e9_2005_66883888@N00,happy,"['happy', 'happy', 'happy', 'happy']"
1376896915_db2442d84e_1151_81501056@N00,happy,"['happy', 'sad', 'sad', 'happy']"
522763967_335649010f_226_90203790@N00,happy,"['happy', 'happy', 'happy', 'sad']"
916944966_0aa3c05a5b_1215_88253350@N00,happy,"['happy', 'happy', 'happy', 'neutral']"
468857078_13f495d98d_167_85623764@N00,happy,"['happy', 'happy', 'happy', 'happy']"
2390150921_1c01050d20_3224_45482420@N00,happy,"['happy', 'happy', 'happy', 'happy']"
1354660241_ba82c9eb18_1367_9957698@N06,fear,"['fear', 'fear', 'angry', 'sad']"
2128976109_ba37f11a81_2171_10732166@N06,happy,"['happy', 'fear', 'happy', 'happy']"
675000837_642138afed_1330_39468796@N00,happy,"['happy', 'happy', 'happy', 'happy']"
2151885473_65b66e2d01_2343_18915553@N00,happy,"['happy', 'happy', 'happy', 'happy']"
1480748236_864fa6ad8c_1332_7429660@N02,happy,"['happy', 'happy', 'happy', 'happy']"
2218431290_12d2c51db3_2296_83586782@N00,happy,"['happy', 'neutral', 'happy', 'sad']"
